Item_Identifier,Low_Fat,Regular,Dairy,Soft_Drinks,Meat,Fruits_Vegetables,Household,Baking,Snack,Fronzen_Foods,Breakfast,Health_Hygiene,Hard_Drinks,Canned,Breads,Starchy,Others,Seafood,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility,Item_Weight,Item_Identifier_8,Item_Identifier_6,Item_Identifier_7,Item_Identifier_3,Item_Identifier_5,Item_Identifier_4,Item_Identifier_9,Item_Identifier_2,Item_Identifier_1,Outlet_Year,Outlet_Freq
FDU21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.7558,OUT017,2007,3,2,2,577.2486,0.08498704314285714,11.8,0,0,1,0,0,0,0,0,0,5419,5419
FDA08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162.5526,OUT019,1985,1,1,1,328.9052,0.05636984216666666,11.85,0,1,0,0,0,0,0,0,0,8702,3221
FDK03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.9356,OUT018,2009,2,3,3,4832.3764,0.0811252012857143,12.6,0,0,1,0,0,0,0,0,0,5436,5436
DRH39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.667,OUT049,1999,2,1,2,2220.443,0.09272580725,20.7,0,1,0,0,0,0,0,0,0,5423,5423
NCR18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.6112,OUT018,2009,2,3,3,255.6672,0.020514022,15.85,0,0,0,0,1,0,0,0,0,5436,5436
NCX42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163.6526,OUT046,1997,1,1,2,1151.1682,0.006621457999999999,6.36,0,0,1,0,0,0,0,0,0,5393,5393
FDR15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156.6314,OUT049,1999,2,1,2,1241.0512,0.037044892142857146,9.3,0,0,1,0,0,0,0,0,0,5423,5423
FDN60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.6604,OUT019,1985,1,1,1,316.9208,0.10545686771428572,15.1,0,0,1,0,0,0,0,0,0,8702,3221
FDH24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.0288,OUT017,2007,3,2,2,2985.4472,0.0214786924,20.7,0,0,0,0,1,0,0,0,0,5419,5419
FDY50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7172,OUT027,1985,2,3,4,3301.0364,0.1311026205,5.8,0,1,0,0,0,0,0,0,0,8702,5481
FDT26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.344,OUT049,1999,2,1,2,1797.66,0.0679832325,18.85,0,1,0,0,0,0,0,0,0,5423,5423
NCC30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,176.6344,OUT035,2004,1,2,2,2676.516,0.0312986854,16.6,0,0,0,0,1,0,0,0,0,5506,5506
NCE43,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.8448,OUT046,1997,1,1,2,4942.8992,0.11739497039999999,12.5,0,0,0,0,1,0,0,0,0,5393,5393
DRK39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.825,OUT017,2007,3,2,2,1414.825,0.04981403775,7.02,0,0,0,0,1,0,0,0,0,5419,5419
FDL16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.906,OUT013,1987,3,3,2,885.514,0.1941022834,12.85,0,0,0,0,1,0,0,0,0,5485,5485
FDQ36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.2848,OUT018,2009,2,3,3,1155.8288,0.1619714592,7.855,0,0,1,0,0,0,0,0,0,5436,5436
FDS34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113.4518,OUT035,2004,1,2,2,1593.9252,0.07682366900000001,19.35,0,0,0,0,1,0,0,0,0,5506,5506
FDN32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184.8266,OUT045,2002,2,2,2,2766.399,0.0155685362,17.5,0,0,0,0,1,0,0,0,0,5471,5471
FDZ23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187.624,OUT045,2002,2,2,2,1491.392,0.07401766442857143,17.75,0,0,1,0,0,0,0,0,0,5471,5471
DRL49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.4812,OUT049,1999,2,1,2,854.8872,0.062851071,13.15,0,1,0,0,0,0,0,0,0,5423,5423
FDG33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173.7764,OUT035,2004,1,2,2,4637.9628,0.1603242983,5.365,0,0,0,0,0,0,0,0,0,5506,5506
FDG04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187.5898,OUT045,2002,2,2,2,2432.1674,0.00720975175,13.1,0,0,0,0,0,1,0,0,0,5471,5471
FDR04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.0068,OUT045,2002,2,2,2,1944.136,0.024750682857142856,7.075,1,0,0,0,0,0,0,0,0,5471,5471
FDF52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180.5292,OUT035,2004,1,2,2,2189.1504,0.078691241125,9.3,0,0,0,0,0,0,1,0,0,5506,5506
FDT36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.2874,OUT010,1998,1,3,1,176.437,0.1262978634,12.3,0,1,0,0,0,0,0,0,0,3400,3400
FDH17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95.8726,OUT013,1987,3,3,2,1076.5986,0.01845924942857143,16.2,0,0,1,0,0,0,0,0,0,5485,5485
NCL42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,244.0144,OUT017,2007,3,2,2,5635.3312,0.040457448,18.85,0,0,0,1,0,0,0,0,0,5419,5419
DRN35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.2532,OUT018,2009,2,3,3,467.3916,0.0781902735,8.01,0,1,0,0,0,0,0,0,0,5436,5436
FDL21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.748,OUT019,1985,1,1,1,79.896,0.008221060799999999,15.85,0,0,0,0,1,0,0,0,0,8702,3221
FDX07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,183.495,OUT027,1985,2,3,4,4577.375,0.022910510000000002,19.2,0,1,0,0,0,0,0,0,0,8702,5481
FDW16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.0804,OUT046,1997,1,1,2,826.9236,0.0414315135,17.35,0,0,0,0,0,1,0,0,0,5393,5393
FDS11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,222.5088,OUT027,1985,2,3,4,7158.6816,0.06253156833333333,7.05,0,1,0,0,0,0,0,0,0,8702,5481
NCZ54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163.4552,OUT018,2009,2,3,3,2599.2832,0.09383050716666667,14.65,0,0,1,0,0,0,0,0,0,5436,5436
FDH32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.541,OUT035,2004,1,2,2,3765.099,0.07606305166666667,12.8,0,1,0,0,0,0,0,0,0,5506,5506
NCQ17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158.363,OUT027,1985,2,3,4,4068.038,0.143227134,10.3,0,0,0,0,0,1,0,0,0,8702,5481
FDK38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,147.7734,OUT035,2004,1,2,2,2078.6276,0.05848245542857143,6.650000000000001,0,0,1,0,0,0,0,0,0,5506,5506
NCF55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.6874,OUT013,1987,3,3,2,952.7598,0.021674971666666668,6.675,0,0,0,1,0,0,0,0,0,5485,5485
FDW39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,176.837,OUT018,2009,2,3,3,1411.496,0.042446314400000004,6.69,0,1,0,0,0,0,0,0,0,5436,5436
FDX36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,223.1404,OUT019,1985,1,1,1,450.0808,0.14227255814285714,9.695,0,0,1,0,0,0,0,0,0,8702,3221
FDD47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171.7448,OUT045,2002,2,2,2,4431.5648,0.15846418383333333,7.599999999999999,0,1,0,0,0,0,0,0,0,5471,5471
FDQ46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110.6544,OUT013,1987,3,3,2,1901.5248,0.10399879833333332,7.510000000000001,0,1,0,0,0,0,0,0,0,5485,5485
FDE56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.4194,OUT027,1985,2,3,4,2291.0178,0.18910409574999998,17.25,0,0,0,0,0,1,0,0,0,8702,5481
FDY39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.7608,OUT019,1985,1,1,1,1470.0864,0.0638449095,5.305,0,0,0,0,1,0,0,0,0,8702,3221
FDG05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,156.863,OUT046,1997,1,1,2,2972.797,0.08776472566666667,11.0,0,0,0,0,0,1,0,0,0,5393,5393
NCR54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,194.711,OUT019,1985,1,1,1,196.411,0.10767154425,16.35,0,0,0,0,1,0,0,0,0,8702,3221
FDX57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.8068,OUT018,2009,2,3,3,1263.6884,0.0536819606,17.25,0,1,0,0,0,0,0,0,0,5436,5436
FDC17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,208.9928,OUT027,1985,2,3,4,9678.0688,0.015472699142857144,12.15,0,0,1,0,0,0,0,0,0,8702,5481
DRL60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.6682,OUT019,1985,1,1,1,457.4046,0.032595447285714285,8.52,0,0,1,0,0,0,0,0,0,8702,3221
FDO32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.406,OUT013,1987,3,3,2,1118.544,0.120655851375,6.36,1,0,0,0,0,0,0,0,0,5485,5485
NCO29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163.2526,OUT013,1987,3,3,2,1480.0734,0.032290516,11.15,0,0,1,0,0,0,0,0,0,5485,5485
FDJ36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104.5332,OUT027,1985,2,3,4,2563.33,0.14550710279999998,14.5,0,0,0,0,1,0,0,0,0,8702,5481
NCF54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.5422,OUT045,2002,2,2,2,3103.9596,0.055448674749999996,18.0,0,0,0,0,0,1,0,0,0,5471,5471
FDV04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158.8288,OUT035,2004,1,2,2,1414.1592,0.16440628,7.825,0,0,1,0,0,0,0,0,0,5506,5506
NCK30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,254.2698,OUT010,1998,1,3,1,1775.6886,0.0692579376,14.85,0,0,0,0,1,0,0,0,0,3400,3400
FDX09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174.937,OUT019,1985,1,1,1,176.437,0.07341233833333334,9.0,0,1,0,0,0,0,0,0,0,8702,3221
FDH53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.7592,OUT013,1987,3,3,2,1403.5064,0.02244946275,20.5,0,1,0,0,0,0,0,0,0,5485,5485
FDT22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60.622,OUT045,2002,2,2,2,778.986,0.1121560608,10.395,0,0,0,0,1,0,0,0,0,5471,5471
DRF25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.019,OUT019,1985,1,1,1,73.238,0.043087972714285716,9.0,0,0,1,0,0,0,0,0,0,8702,3221
FDG56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.8536,OUT045,2002,2,2,2,918.804,0.07152275400000001,13.3,0,1,0,0,0,0,0,0,0,5471,5471
FDG38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.6224,OUT027,1985,2,3,4,3494.1184,0.05783150885714285,8.975,1,0,0,0,0,0,0,0,0,8702,5481
FDS34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.8518,OUT045,2002,2,2,2,1707.777,0.07682366900000001,19.35,0,0,0,0,1,0,0,0,0,5471,5471
FDP44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.1332,OUT049,1999,2,1,2,1743.0644,0.08869937483333333,16.5,0,1,0,0,0,0,0,0,0,5423,5423
FDW03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8306,OUT013,1987,3,3,2,1986.0814,0.02454454975,5.63,0,0,0,0,0,1,0,0,0,5485,5485
FDU25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.9246,OUT018,2009,2,3,3,926.7936,0.026712826,12.35,0,0,1,0,0,0,0,0,0,5436,5436
NCR17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116.4492,OUT045,2002,2,2,2,2780.3808,0.02440727033333333,9.8,0,1,0,0,0,0,0,0,0,5471,5471
FDY39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.9608,OUT018,2009,2,3,3,2388.8904,0.0638449095,5.305,0,0,0,0,1,0,0,0,0,5436,5436
FDA03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.3102,OUT049,1999,2,1,2,3645.255,0.0515529634,18.5,0,1,0,0,0,0,0,0,0,5423,5423
FDG58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156.1972,OUT046,1997,1,1,2,1869.5664,0.106430271,10.695,0,0,0,0,0,1,0,0,0,5393,5393
NCB19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.4882,OUT017,2007,3,2,2,1631.8758,0.10162857799999998,6.525,0,1,0,0,0,0,0,0,0,5419,5419
FDI07,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198.1426,OUT049,1999,2,1,2,3757.1094,0.03740259057142857,12.35,0,0,1,0,0,0,0,0,0,5423,5423
NCS06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261.091,OUT035,2004,1,2,2,2366.919,0.03570969683333333,7.935,0,0,1,0,0,0,0,0,0,5506,5506
FDX03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1744,OUT010,1998,1,3,1,90.5488,0.07558156633333334,15.85,0,1,0,0,0,0,0,0,0,3400,3400
NCK29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.973,OUT046,1997,1,1,2,2463.46,0.1428732278,5.614999999999999,1,0,0,0,0,0,0,0,0,5393,5393
FDH16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.783,OUT013,1987,3,3,2,1258.362,0.052571495600000004,10.5,0,0,0,0,1,0,0,0,0,5485,5485
FDA55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223.8088,OUT027,1985,2,3,4,5592.72,0.06766406675,17.2,0,0,0,0,0,1,0,0,0,8702,5481
FDS20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182.7292,OUT049,1999,2,1,2,4925.5884,0.053980127249999996,8.85,0,0,0,0,0,1,0,0,0,5423,5423
FDS31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180.3318,OUT046,1997,1,1,2,2345.6134,0.0441961454,13.1,0,0,1,0,0,0,0,0,0,5393,5393
FDA23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101.3016,OUT027,1985,2,3,4,2327.6368,0.04719763433333333,9.8,0,1,0,0,0,0,0,0,0,8702,5481
NCU18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140.2496,OUT035,2004,1,2,2,2681.8424,0.06290921633333334,15.1,0,1,0,0,0,0,0,0,0,5506,5506
FDE11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184.4924,OUT013,1987,3,3,2,3146.5708,0.16717269950000002,17.7,1,0,0,0,0,0,0,0,0,5485,5485
FDE44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49.7692,OUT045,2002,2,2,2,837.5764,0.1715866525,14.65,0,0,0,0,1,0,0,0,0,5471,5471
FDV51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165.7842,OUT046,1997,1,1,2,2652.5472,0.0362149795,16.35,0,1,0,0,0,0,0,0,0,5393,5393
FDK51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.5884,OUT017,2007,3,2,2,5829.7448,0.005740066571428571,19.85,0,0,1,0,0,0,0,0,0,5419,5419
FDR36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.5454,OUT045,2002,2,2,2,838.908,0.1381332642,6.715000000000001,0,0,0,0,1,0,0,0,0,5471,5471
FDU40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,192.5478,OUT046,1997,1,1,2,2906.217,0.041636079166666666,20.85,0,1,0,0,0,0,0,0,0,5393,5393
FDU37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.796,OUT027,1985,2,3,4,4074.696,0.10446143225,9.5,0,0,0,0,1,0,0,0,0,8702,5481
FDV47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.3566,OUT013,1987,3,3,2,1775.6886,0.0624425392,17.1,0,1,0,0,0,0,0,0,0,5485,5485
FDF04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,258.6304,OUT019,1985,1,1,1,516.6608,0.015125422,17.5,1,0,0,0,0,0,0,0,0,8702,3221
FDX16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,147.805,OUT035,2004,1,2,2,1947.465,0.074691792,17.85,0,1,0,0,0,0,0,0,0,5506,5506
NCL05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.077,OUT013,1987,3,3,2,605.878,0.053877532166666665,19.6,0,0,1,0,0,0,0,0,0,5485,5485
NCL30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125.9336,OUT027,1985,2,3,4,7158.6816,0.04889788775,18.1,0,0,0,0,0,1,0,0,0,8702,5481
NCR06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.7112,OUT046,1997,1,1,2,383.5008,0.00676605125,12.5,0,0,0,0,0,1,0,0,0,5393,5393
FDX03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6744,OUT045,2002,2,2,2,633.8416,0.07558156633333334,15.85,0,1,0,0,0,0,0,0,0,5471,5471
FDR32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,227.4694,OUT046,1997,1,1,2,3197.1716,0.10183740299999999,6.78,0,1,0,0,0,0,0,0,0,5393,5393
FDX04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.6376,OUT035,2004,1,2,2,335.5632,0.04507428322222222,19.6,0,0,0,0,0,0,1,0,0,5506,5506
DRH01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.7738,OUT017,2007,3,2,2,2432.8332,0.1126623328,17.5,0,0,0,0,1,0,0,0,0,5419,5419
FDO57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160.9578,OUT045,2002,2,2,2,1444.1202,0.13095122271428572,20.75,0,0,1,0,0,0,0,0,0,5471,5471
FDD11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,254.704,OUT027,1985,2,3,4,3036.048,0.030632116,12.85,0,1,0,0,0,0,0,0,0,8702,5481
DRM47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,189.1846,OUT010,1998,1,3,1,382.1692,0.04871059916666667,9.3,0,1,0,0,0,0,0,0,0,3400,3400
NCC54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,242.4196,OUT035,2004,1,2,2,5543.4508,0.10879183233333334,17.75,0,1,0,0,0,0,0,0,0,5506,5506
FDC45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,171.5106,OUT049,1999,2,1,2,1539.9954,0.15277894916666668,17.0,0,1,0,0,0,0,0,0,0,5423,5423
FDW46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.6484,OUT019,1985,1,1,1,65.2484,0.07922537166666667,13.0,0,1,0,0,0,0,0,0,0,8702,3221
FDP40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.1544,OUT013,1987,3,3,2,1230.3984,0.039520394599999994,4.555,0,0,0,0,1,0,0,0,0,5485,5485
FDM08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225.5088,OUT010,1998,1,3,1,1342.2528,0.059682492499999996,10.1,0,0,1,0,0,0,0,0,0,3400,3400
FDV52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119.7466,OUT049,1999,2,1,2,2003.3922,0.1218442752,20.7,0,0,0,0,1,0,0,0,0,5423,5423
DRB24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0656,OUT045,2002,2,2,2,4170.5712,0.020623782,8.785,0,0,0,0,0,1,0,0,0,5471,5471
NCC54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,239.3196,OUT010,1998,1,3,1,723.0588,0.10879183233333334,17.75,0,1,0,0,0,0,0,0,0,3400,3400
FDV38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9956,OUT019,1985,1,1,1,109.1912,0.11796849266666667,19.25,0,0,0,0,0,0,1,0,0,8702,3221
FDB36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129.2626,OUT045,2002,2,2,2,1311.626,0.0485448542,5.465,0,0,1,0,0,0,0,0,0,5471,5471
DRH51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5856,OUT019,1985,1,1,1,175.7712,0.11547881675,17.6,0,0,0,0,1,0,0,0,0,8702,3221
FDV45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187.4556,OUT027,1985,2,3,4,7510.224,0.04989230771428571,16.75,0,0,1,0,0,0,0,0,0,8702,5481
NCL29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,156.9604,OUT027,1985,2,3,4,1584.604,0.12497532314285716,9.695,0,0,1,0,0,0,0,0,0,8702,5481
FDU14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.575,OUT010,1998,1,3,1,499.35,0.0394150026,17.75,0,0,0,0,1,0,0,0,0,3400,3400
FDH17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.4726,OUT035,2004,1,2,2,1174.4712,0.01845924942857143,16.2,0,0,1,0,0,0,0,0,0,5506,5506
FDQ15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.2276,OUT035,2004,1,2,2,649.8208,0.1713017562,20.35,0,1,0,0,0,0,0,0,0,5506,5506
FDZ44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.4808,OUT017,2007,3,2,2,820.2656,0.04797037816666667,8.185,0,1,0,0,0,0,0,0,0,5419,5419
FDM32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.183,OUT018,2009,2,3,3,719.064,0.020627295666666667,20.5,0,0,0,0,0,1,0,0,0,5436,5436
NCP29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.3168,OUT035,2004,1,2,2,703.0848,0.1274690762,8.42,0,1,0,0,0,0,0,0,0,5506,5506
FDG53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141.818,OUT017,2007,3,2,2,838.908,0.051085071,10.0,0,1,0,0,0,0,0,0,0,5419,5419
FDT25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122.4072,OUT018,2009,2,3,3,2572.6512,0.05084009171428572,7.5,0,0,1,0,0,0,0,0,0,5436,5436
FDM39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.6002,OUT027,1985,2,3,4,8417.7094,0.060675818400000005,6.42,0,0,0,0,1,0,0,0,0,8702,5481
FDW35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.8454,OUT045,2002,2,2,2,671.1264,0.012501242333333334,10.6,0,1,0,0,0,0,0,0,0,5471,5471
FDD10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177.2344,OUT010,1998,1,3,1,892.172,0.051235430666666665,20.6,0,0,1,0,0,0,0,0,0,3400,3400
FDH08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,230.801,OUT027,1985,2,3,4,5283.123,0.020678903,7.51,0,0,0,0,0,1,0,0,0,8702,5481
DRG37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.9972,OUT018,2009,2,3,3,1246.3776,0.021475471857142856,16.2,0,0,1,0,0,0,0,0,0,5436,5436
FDU01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183.5924,OUT017,2007,3,2,2,2406.2012,0.0142494365,20.25,0,0,0,0,0,1,0,0,0,5419,5419
NCZ17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.6506,OUT018,2009,2,3,3,493.3578,0.0901557736,12.15,0,1,0,0,0,0,0,0,0,5436,5436
FDU34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125.9046,OUT027,1985,2,3,4,4482.1656,0.07527494614285714,18.25,0,0,1,0,0,0,0,0,0,8702,5481
FDB16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5198,OUT035,2004,1,2,2,1133.8574,0.044948799,8.21,0,0,0,0,1,0,0,0,0,5506,5506
FDG10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57.7588,OUT010,1998,1,3,1,57.2588,0.013538722833333334,6.63,0,1,0,0,0,0,0,0,0,3400,3400
FDH46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101.8332,OUT013,1987,3,3,2,2255.7304,0.041292229,6.935,0,0,0,1,0,0,0,0,0,5485,5485
FDC16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.254,OUT027,1985,2,3,4,2510.066,0.020598200333333334,11.5,0,0,1,0,0,0,0,0,0,8702,5481
FDH50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,185.8266,OUT035,2004,1,2,2,1844.266,0.161571373,15.0,0,0,1,0,0,0,0,0,0,5506,5506
NCZ18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255.4698,OUT046,1997,1,1,2,5073.396,0.20958492166666667,7.825,0,0,1,0,0,0,0,0,0,5393,5393
FDJ32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61.4536,OUT046,1997,1,1,2,428.7752,0.057739655,10.695,0,0,0,0,0,1,0,0,0,5393,5393
